1237648673992475162 	 237.493803684834 	 -0.0715990876466736
1237648673992671592 	 237.945144439739 	 -0.105170418402398
1237648674529411358 	 237.601094199421 	 0.37632957641872
1237648674529476946 	 237.798299281235 	 0.319624303624682
1237648674529608020 	 238.070571690088 	 0.370414263106807
1237648702966530273 	 183.570657701377 	 -1.09161620680229
1237648702966726791 	 184.047949897428 	 -1.17963294166144
1237648702966792303 	 184.146145696232 	 -1.08927137811023
1237648702967054456 	 184.796414272202 	 -1.09375863066664
1237648702967185512 	 185.028305622816 	 -1.13362098194608
1237648702967447679 	 185.686641961879 	 -1.13703829280003
1237648702968168687 	 187.32254162775 	 -1.10137815591451
1237648702969020551 	 189.261169671503 	 -1.07686894377948
1237648702969086082 	 189.441123729084 	 -1.23812648894235
1237648702971379914 	 194.686475471529 	 -1.08056776909238
1237648702971576485 	 195.063185533732 	 -1.22986284803395
1237648702971576513 	 195.120278150806 	 -1.19237047248064
1237648702972493991 	 197.161034449958 	 -1.21960865653632
1237648702972559538 	 197.353195300317 	 -1.06589787673515
1237648702972821572 	 197.924396116199 	 -1.0619912345901
1237648702972952678 	 198.148795630509 	 -1.12174782608911
1237648702973411443 	 199.185175594355 	 -1.1722599771944
1237648702973477059 	 199.454588818265 	 -1.20375982688898
1237648702973608232 	 199.757199616265 	 -1.14417574325988
1237648702973673658 	 199.874394980039 	 -1.14547019691894
1237648702973739119 	 200.034015131406 	 -1.18885904886473
1237648702974001283 	 200.569839569005 	 -1.10224101754761
1237648702974263370 	 201.251512516314 	 -1.10086310760975
1237648702974460059 	 201.589417064208 	 -1.1160732163412
1237648702974787708 	 202.414833171193 	 -1.16954968502524
1237648702975246497 	 203.44557456709 	 -1.13442016370848
1237648703503466673 	 183.720028405011 	 -0.683488168342143
1237648703503663285 	 184.177630721706 	 -0.796511619708409
1237648703503663317 	 184.204601048665 	 -0.741791189127266
1237648703503728956 	 184.253963452032 	 -0.726030356150192
1237648703503794258 	 184.365810381364 	 -0.780488529594538
1237648703503794355 	 184.488046604841 	 -0.789354345274707
